observationcode,obs_value,observationstatus,data_source
1933,15.2,NA,"MICS 2017"
1934,8.8,NA,"MICS 2018"
1935,14.1,NA,"MICS 2018"
1936,19.2,NA,"MICS 2018"
1937,18.4,NA,"DHS 2013"
1938,19.6,NA,"DHS 2013"
1939,20.9,NA,"DHS 2013"
1940,38,NA,"MICS 2018"
1941,35.6,NA,"MICS 2018"
1942,33.1,NA,"MICS 2018"
1943,7.9,NA,"DHS 2015-16"
1944,8,NA,"DHS 2015-16"
1945,4,NA,"DHS 2016-17"
1946,4.1,NA,"DHS 2016-17"
1947,3.8,NA,"DHS 2016-17"
1948,63,NA,"MICS 2015"
1949,55.4,NA,"MICS 2015"
1950,59,NA,"MICS 2015"
1951,41.8,NA,"MICS 2015"
1952,41,NA,"MICS 2015"
1953,6,NA,"ENIGH 2018"
1954,5.4,NA,"ENIGH 2018"
1955,6.5,NA,"ENIGH 2018"
1956,4.4,NA,"MICS 2018"
1957,3.3,NA,"MICS 2018"
1958,5.3,NA,"MICS 2018"
1959,0.3,NA,"MICS 2013"
1960,0.5,NA,"MICS 2013"
1961,0.7,NA,"MICS 2013"
1962,38.3,NA,"DHS 2011"
1963,33.1,NA,"DHS 2011"
1964,28,NA,"DHS 2011"
1965,16.5,NA,"DHS 2015-16"
1966,15.5,NA,"DHS 2015-16"
1967,17.4,NA,"DHS 2015-16"
1968,11.2,NA,"DHS 2013"
1969,11.7,NA,"DHS 2013"
1970,12.1,NA,"DHS 2013"
1971,7,NA,"DHS 2016"
1972,5.6,NA,"DHS 2016"
1973,4.2,NA,"DHS 2016"
1974,69.7,NA,"DHS 2012"
1975,72.6,NA,"DHS 2012"
1976,67.2,NA,"DHS 2012"
1977,28.6,NA,"DHS 2018"
1978,24.6,NA,"DHS 2018"
1979,26.6,NA,"DHS 2018"
1980,1.3,NA,"MICS 2011"
1981,1.5,NA,"MICS 2011"
1982,1,NA,"MICS 2011"
1983,21.7,NA,"DHS 2017-18"
1984,26.9,NA,"DHS 2017-18"
1985,31.9,NA,"DHS 2017-18"
1986,4.4,NA,"MICS 2013"
1987,3.9,NA,"MICS 2013"
1988,3.4,NA,"MICS 2013"
1989,7.7,NA,"Encuesta Permanente de Hogares 2017"
1990,6.6,NA,"Encuesta Permanente de Hogares 2017"
1991,8.6,NA,"Encuesta Permanente de Hogares 2017"
1992,7,NA,"DHS 2012"
1993,7.1,NA,"DHS 2012"
1994,3.2,NA,"DHS 2017"
1995,4.3,NA,"DHS 2017"
1996,5.3,NA,"DHS 2017"
1997,3.1,NA,"MICS 2012"
1998,2.7,NA,"MICS 2012"
1999,2.4,NA,"MICS 2012"
2000,1.4,NA,"MICS 2012"
2001,3.8,NA,"MICS 2012"
2002,10.2,NA,"Institute of Educational Sciences and UNICEF_2015-2016"
2003,9.7,NA,"Institute of Educational Sciences and UNICEF_2015-2016"
2004,10,NA,"Institute of Educational Sciences and UNICEF_2015-2016"
2005,25.8,NA,"DHS 2014-15"
2006,26,NA,"DHS 2014-15"
2007,25.6,NA,"DHS 2014-15"
2008,1,NA,"MICS 2012"
2009,8.9,NA,"MICS 2014"
2010,8,NA,"MICS 2014"
2011,7.2,NA,"MICS 2014"
2012,40.6,NA,"DHS 2017"
2013,38.6,NA,"DHS 2017"
2014,36.6,NA,"DHS 2017"
2015,1.1,NA,"MICS 2014"
2016,0.7,NA,"MICS 2014"
2017,0.9,NA,"MICS 2014"
2018,20.2,NA,"MICS 2017"
2019,17.6,NA,"MICS 2017"
2020,19,NA,"MICS 2017"
2021,4.3,NA,"DHS 2016"
2022,5.2,NA,"DHS 2016"
2023,6.1,NA,"DHS 2016"
2024,67.3,NA,"MICS 2010"
2025,63,NA,"MICS 2010"
2026,59,NA,"MICS 2010"
2027,7.6,NA,"MICS 2014"
2028,4.9,NA,"MICS 2014"
2029,2.2,NA,"MICS 2014"
2030,16.2,NA,"MICS 2014"
2031,24.5,NA,"MICS 2014"
2032,20.8,NA,"MICS 2014"
2033,6.6,NA,"MICS 2018"
2034,5.5,NA,"MICS 2018"
2035,7.8,NA,"MICS 2018"
2036,4.4,NA,"DHS 2017"
2037,1.3,NA,"DHS 2017"
2038,2.8,NA,"DHS 2017"
2039,5.1,NA,"MICS 2015-16"
2040,8.7,NA,"DHS 2016"
2041,7.8,NA,"DHS 2016"
2042,9.6,NA,"DHS 2016"
2043,19.6,NA,"DHS 2013-14"
2044,15.9,NA,"DHS 2013-14"
2045,12.5,NA,"DHS 2013-14"
2046,2.4,NA,MICS2011
2047,2.8,NA,MICS2011
2048,2,NA,MICS2011
2049,7.1,NA,"MICS 2018"
2050,6.8,NA,"MICS 2018"
2051,7,NA,"MICS 2018"
2052,3.4,NA,"DHS style 2013"
2053,1.7,NA,"DHS style 2013"
2054,2.5,NA,"DHS style 2013"
2055,0.4,NA,"MICS 2015-16"
2056,22.8,NA,"DHS 2016"
2057,22.2,NA,"DHS 2016"
2058,23.4,NA,"DHS 2016"
2059,0.7,NA,"MICS 2012"
2060,0.9,NA,"MICS 2012"
2061,50.7,NA,"DHS 2015-16"
2062,50.8,NA,"DHS 2015-16"
2063,6.9,NA,"MICS 2012-13"
2064,11.3,NA,"MICS 2012-13"
2065,9.3,NA,"MICS 2012-13"
2066,6,NA,"MICS 2014"
2067,5.9,NA,"MICS 2014"
2068,12,NA,"DHS 2013"
2069,21.6,NA,"DHS 2013"
2070,31.7,NA,"DHS 2013"
2071,19.2,NA,"DHS 2013-14"
2072,16.8,NA,"DHS 2013-14"
2073,21.6,NA,"DHS 2013-14"
2074,16.4,NA,"MICS 2019"
2075,21.8,NA,"MICS 2019"
2076,19.1,NA,"MICS 2019"
2077,53.9,NA,"DHS 2015"
2078,67.2,NA,"DHS 2015"
2079,40.2,NA,"DHS 2015"
2080,95.7,NA,"DHS 2017-18"
2081,94.9,NA,"DHS 2017-18"
2082,94.2,NA,"DHS 2017-18"
2083,93.2,NA,"MICS 2012-13"
2084,92.9,NA,"MICS 2012-13"
2085,92.6,NA,"MICS 2012-13"
2086,63.3,NA,"DHS 2015-16"
2087,59.8,NA,"DHS 2015-16"
2088,56.6,NA,"DHS 2015-16"
2089,94.1,NA,"MICS 2011-12"
2090,90.6,NA,"MICS 2011-12"
2091,99.3,NA,"DHS 2015-16"
2092,99.4,NA,"DHS 2015-16"
2093,99.1,NA,"DHS 2015-16"
2094,76.3,NA,"MICS 2019"
2095,82.6,NA,"MICS 2019"
2096,89.1,NA,"MICS 2019"
2097,98.9,NA,"MICS 2012"
2098,98.7,NA,"MICS 2012"
2099,99.2,NA,"MICS 2012"
2100,99.8,NA,"MICS 2012"
2101,99.5,NA,"MICS 2012"
2102,94.8,NA,"MICS 2015-16"
2103,96,NA,"MICS 2015-16"
2104,95.4,NA,"MICS 2015-16"
2105,51,NA,"DHS 2017-18"
2106,47.7,NA,"DHS 2017-18"
2107,44.2,NA,"DHS 2017-18"
2108,70.8,NA,"MICS 2010"
2109,66.5,NA,"MICS 2010"
2110,68.6,NA,"MICS 2010"
2111,99.2,NA,"MICS 2011-12"
2112,99.9,NA,"MICS 2011-12"
2113,99.6,NA,"MICS 2011-12"
2114,96.4,NA,"Botswana Demographic Survey 2017"
2115,95.1,NA,"Botswana Demographic Survey 2017"
2116,97.7,NA,"Botswana Demographic Survey 2017"
2117,94.6,NA,"Continuous National Household Sample Survey (PNAD Contínua) 2018"
2118,95.5,NA,"Continuous National Household Sample Survey (PNAD Contínua) 2018"
2119,96.5,NA,"Continuous National Household Sample Survey (PNAD Contínua) 2018"
2120,30.7,NA,"DHS 2010"
2121,29.4,NA,"DHS 2010"
2122,31.8,NA,"DHS 2010"
2123,54.1,NA,"DHS 2016-17"
2124,46,NA,"DHS 2016-17"
2125,50.1,NA,"DHS 2016-17"
2126,78.8,NA,"DHS 2014"
2127,73.3,NA,"DHS 2014"
2128,68.2,NA,"DHS 2014"
2129,73.6,NA,"MICS 2014"
2130,71.5,NA,"MICS 2014"
2131,43,NA,"MICS 2010"
2132,53.8,NA,"MICS 2010"
2133,33.1,NA,"MICS 2010"
2134,30.6,NA,"DHS 2014-15"
2135,23.8,NA,"DHS 2014-15"
2136,27.3,NA,"DHS 2014-15"
2137,95.7,NA,"CASEN 2017"
2138,96.3,NA,"CASEN 2017"
2139,97,NA,"National Population Sample Survey 2015"
2140,93,NA,"DHS 2015"
2141,91.4,NA,"DHS 2015"
2142,94.7,NA,"DHS 2015"
2143,75.1,NA,"DHS 2012"
2144,76.8,NA,"DHS 2012"
2145,76,NA,"DHS 2012"
2146,81.7,NA,"MICS 2014-15"
2147,80,NA,"MICS 2014-15"
2148,78.3,NA,"MICS 2014-15"
2149,94.8,NA,"MICS 2011"
2150,93.5,NA,"MICS 2011"
2151,94.1,NA,"MICS 2011"
2152,99.2,NA,"MICS 2014"
2153,99.9,NA,"MICS 2014"
2154,98.5,NA,"MICS 2014"
2155,56.4,NA,"MICS 2016"
2156,53.1,NA,"MICS 2016"
2157,59.7,NA,"MICS 2016"
2158,66.4,NA,"DHS 2013-14"
2159,69,NA,"DHS 2013-14"
2160,71.4,NA,"DHS 2013-14"
2161,91.1,NA,"MICS 2014"
2162,87.9,NA,"MICS 2014"
2163,94.4,NA,"MICS 2014"
2164,98.4,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
2165,98,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
2166,98.2,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
2167,90.5,NA,"DHS 2014"
2168,91,NA,"DHS 2014"
2169,91.6,NA,"DHS 2014"
2170,86.4,NA,"MICS 2014"
2171,88.6,NA,"MICS 2014"
2172,84.3,NA,"MICS 2014"
2173,70.4,NA,"MICS 2014"
2174,64.2,NA,"MICS 2014"
2175,76.9,NA,"MICS 2014"
2176,47.8,NA,"DHS 2016"
2177,47.4,NA,"DHS 2016"
2178,47.1,NA,"DHS 2016"
2179,65.9,NA,"DHS 2012"
2180,70.6,NA,"DHS 2012"
2181,74.7,NA,"DHS 2012"
2182,64.3,NA,"DHS 2013"
2183,62.1,NA,"DHS 2013"
2184,60.1,NA,"DHS 2013"
2185,99.9,NA,"MICS 2018"
2186,67.8,NA,"DHS 2014"
2187,65.8,NA,"DHS 2014"
2188,63.8,NA,"DHS 2014"
2189,78.1,NA,"DHS 2014-15"
2190,76.2,NA,"DHS 2014-15"
2191,80,NA,"DHS 2014-15"
2192,57.7,NA,"MICS 2016"
2193,53.7,NA,"MICS 2016"
2194,49.1,NA,"MICS 2016"
2195,25.9,NA,"MICS 2014"
2196,29.5,NA,"MICS 2014"
2197,32.9,NA,"MICS 2014"
2198,95.7,NA,"MICS 2014"
2199,97.2,NA,"MICS 2014"
2200,58.4,NA,"DHS 2016-17"
2201,48.7,NA,"DHS 2016-17"
2202,53.6,NA,"DHS 2016-17"
2203,83.7,NA,"Encuesta Permanente de Hogares 2014"
2204,81.4,NA,"Encuesta Permanente de Hogares 2014"
2205,82.5,NA,"Encuesta Permanente de Hogares 2014"
2206,91.5,NA,"DHS 2015-16"
2207,91.3,NA,"DHS 2015-16"
2208,90.9,NA,"National Socio-Economic Survey 2018"
2209,92.2,NA,"National Socio-Economic Survey 2018"
2210,91.5,NA,"National Socio-Economic Survey 2018"
2211,75.7,NA,"MICS 2018"
2212,73.2,NA,"MICS 2018"
2213,77.9,NA,"MICS 2018"
2214,99.3,NA,"MICS 2011"
2215,99,NA,"MICS 2011"
2216,99.6,NA,"MICS 2011"
2217,96.9,NA,"DHS 2017-18"
2218,96.5,NA,"DHS 2017-18"
2219,96,NA,"DHS 2017-18"
2220,99.9,NA,"MICS 2015"
2221,79,NA,"DHS 2014"
2222,81.6,NA,"DHS 2014"
2223,76.6,NA,"DHS 2014"
2224,99.5,NA,"MICS 2018"
2225,99.2,NA,"MICS 2018"
2226,83.3,NA,"MICS 2017"
2227,83.4,NA,"MICS 2017"
2228,83.5,NA,"MICS 2017"
2229,91.8,NA,"MICS 2018"
2230,79.9,NA,"MICS 2018"
2231,68.6,NA,"MICS 2018"
2232,34.2,NA,"DHS 2013"
2233,32.6,NA,"DHS 2013"
2234,35.9,NA,"DHS 2013"
2235,51.6,NA,"MICS 2018"
2236,55.9,NA,"MICS 2018"
2237,60.2,NA,"MICS 2018"
2238,51.5,NA,"DHS 2015-16"
2239,42.7,NA,"DHS 2015-16"
2240,46.7,NA,"DHS 2015-16"
2241,95.4,NA,"DHS 2016-17"
2242,97.9,NA,"DHS 2016-17"
2243,92.9,NA,"DHS 2016-17"
2244,40.7,NA,"MICS 2015"
2245,49.7,NA,"MICS 2015"
2246,45.2,NA,"MICS 2015"
2247,68.5,NA,"MICS 2015"
2248,57.9,NA,"MICS 2015"
2249,62.9,NA,"MICS 2015"
2250,97.9,NA,"ENIGH 2018"
2251,98.3,NA,"ENIGH 2018"
2252,97.5,NA,"ENIGH 2018"
2253,97.4,NA,"MICS 2013-14"
2254,98.5,NA,"MICS 2013-14"
2255,96.3,NA,"MICS 2013-14"
2256,99.9,NA,"MICS 2013"
2257,39.2,NA,"DHS 2011"
2258,41.4,NA,"DHS 2011"
2259,43.6,NA,"DHS 2011"
2260,83.1,NA,"DHS 2015-16"
2261,81.7,NA,"DHS 2015-16"
2262,84.4,NA,"DHS 2015-16"
2263,75,NA,"DHS 2013"
2264,80.6,NA,"DHS 2013"
2265,86.1,NA,"DHS 2013"
2266,82.3,NA,"DHS 2016"
2267,83.1,NA,"DHS 2016"
2268,83.9,NA,"DHS 2016"
2269,29.1,NA,"DHS 2012"
2270,34.8,NA,"DHS 2012"
2271,70.7,NA,"DHS 2018"
2272,70.5,NA,"DHS 2018"
2273,70.6,NA,"DHS 2018"
2274,99.5,NA,"MICS 2011"
2275,99.7,NA,"MICS 2011"
2276,64,NA,"DHS 2017-18"
2277,59.6,NA,"DHS 2017-18"
2278,55.4,NA,"DHS 2017-18"
2279,94.8,NA,"MICS 2013"
2280,95.1,NA,"MICS 2013"
2281,95.5,NA,"MICS 2013"
2282,94,NA,"Encuesta Permanente de Hogares 2017"
2283,95.6,NA,"Encuesta Permanente de Hogares 2017"
2284,92.6,NA,"Encuesta Permanente de Hogares 2017"
2285,94.9,NA,"DHS 2012"
2286,95.1,NA,"DHS 2012"
2287,95,NA,"DHS 2012"
2288,95.2,NA,"DHS 2017"
2289,91.6,NA,"DHS 2017"
2290,88.5,NA,"DHS 2017"
2291,99.1,NA,"MICS 2012"
2292,54.3,NA,"DHS 2014-15"
2293,47.9,NA,"DHS 2014-15"
2294,60.9,NA,"DHS 2014-15"
2295,99,NA,"MICS 2012"
2296,78.7,NA,"MICS 2014"
2297,82.6,NA,"MICS 2014"
2298,85.6,NA,"MICS 2014"
2299,47.8,NA,"DHS 2017"
2300,49.4,NA,"DHS 2017"
2301,51,NA,"DHS 2017"
2302,99.8,NA,"MICS 2014"
2303,98.9,NA,"MICS 2014"
2304,99.3,NA,"MICS 2014"
2305,65.1,NA,"MICS 2017"
2306,63.3,NA,"MICS 2017"
2307,64.2,NA,"MICS 2017"
2308,97.9,NA,"DHS 2016"
2309,96.3,NA,"DHS 2016"
2310,94.7,NA,"DHS 2016"
2311,18.3,NA,"MICS 2010"
2312,24.5,NA,"MICS 2010"
2313,31.4,NA,"MICS 2010"
2314,98.8,NA,"MICS 2014"
2315,99.1,NA,"MICS 2014"
2316,99.5,NA,"MICS 2014"
2317,65.8,NA,"MICS 2014"
2318,63.8,NA,"MICS 2014"
2319,64.8,NA,"MICS 2014"
2320,85.1,NA,"MICS 2018"
2321,89.9,NA,"MICS 2018"
2322,80,NA,"MICS 2018"
2323,97.8,NA,"DHS 2017"
2324,99,NA,"DHS 2017"
2325,98.5,NA,"DHS 2017"
2326,98,NA,"MICS 2015-16"
2327,97.8,NA,"MICS 2015-16"
2328,97.9,NA,"MICS 2015-16"
2329,80.7,NA,"DHS 2016"
2330,84.8,NA,"DHS 2016"
2331,76.9,NA,"DHS 2016"
2332,58.9,NA,"DHS 2013-14"
2333,65.6,NA,"DHS 2013-14"
2334,62.5,NA,"DHS 2013-14"
2335,95,NA,"MICS 2018"
2336,93.6,NA,"MICS 2018"
2337,96.5,NA,"MICS 2018"
2338,97.9,NA,"DHS style 2013"
2339,98.4,NA,"DHS style 2013"
2340,99,NA,"DHS style 2013"
2341,100,NA,"MICS 2015-16"
2342,99.8,NA,"MICS 2015-16"
2343,99.7,NA,"MICS 2015-16"
2344,41.2,NA,"DHS 2016"
2345,39,NA,"DHS 2016"
2346,43.4,NA,"DHS 2016"
2347,99.3,NA,"MICS 2012"
2348,75.2,NA,"DHS 2015-16"
2349,83.5,NA,"DHS 2015-16"
2350,79.5,NA,"DHS 2015-16"
2351,96.4,NA,"MICS 2012-13"
2352,98.3,NA,"MICS 2012-13"
2353,97.4,NA,"MICS 2012-13"
2354,96.3,NA,"MICS 2014"
2355,96.6,NA,"MICS 2014"
2356,97,NA,"MICS 2014"
2357,70.3,NA,"DHS 2013"
2358,62.6,NA,"DHS 2013"
2359,54.8,NA,"DHS 2013"
2360,74.1,NA,"DHS 2013-14"
2361,72.8,NA,"DHS 2013-14"
2362,75.4,NA,"DHS 2013-14"
2363,91.6,NA,"MICS 2019"
2364,86.4,NA,"MICS 2019"
2365,88.8,NA,"MICS 2019"
2366,57.8,NA,"DHS 2015"
2367,72.7,NA,"DHS 2015"
2368,42.9,NA,"DHS 2015"
2369,12,NA,"DHS 2017-18"
2370,12.2,NA,"DHS 2017-18"
2371,12.4,NA,"DHS 2017-18"
2372,22.5,NA,"MICS 2012-13"
2373,25.4,NA,"MICS 2012-13"
2374,28.2,NA,"MICS 2012-13"
2375,21.1,NA,"DHS 2015-16"
2376,28.5,NA,"DHS 2015-16"
2377,35.4,NA,"DHS 2015-16"
2378,12.1,NA,"MICS 2011-12"
2379,13.1,NA,"MICS 2011-12"
2380,12.6,NA,"MICS 2011-12"
2381,6.6,NA,"DHS 2015-16"
2382,8.7,NA,"DHS 2015-16"
2383,4.4,NA,"DHS 2015-16"
2384,36.5,NA,"MICS 2019"
2385,31.4,NA,"MICS 2019"
2386,26.1,NA,"MICS 2019"
2387,1.3,NA,"MICS 2012"
2388,0.6,NA,"MICS 2012"
2389,1.8,NA,"MICS 2012"
2390,30.4,NA,"MICS 2015-16"
2391,35.1,NA,"MICS 2015-16"
2392,32.7,NA,"MICS 2015-16"
2393,49.9,NA,"DHS 2017-18"
2394,58.4,NA,"DHS 2017-18"
2395,66.1,NA,"DHS 2017-18"
2396,40.1,NA,"MICS 2010"
2397,38.7,NA,"MICS 2010"
2398,39.4,NA,"MICS 2010"
2399,7.8,NA,"MICS 2011-12"
2400,5.7,NA,"MICS 2011-12"
2401,6.7,NA,"MICS 2011-12"
2402,32.3,NA,"Botswana Demographic Survey 2017"
2403,36.3,NA,"Botswana Demographic Survey 2017"
2404,28,NA,"Botswana Demographic Survey 2017"
2405,8.4,NA,"Continuous National Household Sample Survey (PNAD Contínua) 2018"
2406,7.7,NA,"Continuous National Household Sample Survey (PNAD Contínua) 2018"
2407,6.9,NA,"Continuous National Household Sample Survey (PNAD Contínua) 2018"
2408,74.2,NA,"DHS 2010"
2409,79.2,NA,"DHS 2010"
2410,69,NA,"DHS 2010"
2411,54.3,NA,"DHS 2016-17"
2412,52.6,NA,"DHS 2016-17"
2413,53.5,NA,"DHS 2016-17"
2414,58.1,NA,"DHS 2014"
2415,61.9,NA,"DHS 2014"
2416,60,NA,"DHS 2014"
2417,39.5,NA,"MICS 2014"
2418,44.6,NA,"MICS 2014"
2419,34.2,NA,"MICS 2014"
2420,62.6,NA,"MICS 2010"
2421,43.3,NA,"MICS 2010"
2422,77.3,NA,"MICS 2010"
2423,68.5,NA,"DHS 2014-15"
2424,42.9,NA,"DHS 2014-15"
2425,55.3,NA,"DHS 2014-15"
2426,2.5,NA,"CASEN 2017"
2427,2.6,NA,"CASEN 2017"
2428,16,NA,"National Population Sample Survey 2015"
2429,14,NA,"National Population Sample Survey 2015"
2430,13,NA,"National Population Sample Survey 2015"
2431,16.4,NA,"DHS 2015"
2432,17.1,NA,"DHS 2015"
2433,15.6,NA,"DHS 2015"
2434,29.4,NA,"DHS 2012"
2435,24.6,NA,"DHS 2012"
2436,27.3,NA,"DHS 2012"
2437,30.8,NA,"MICS 2014-15"
2438,25.2,NA,"MICS 2014-15"
2439,20,NA,"MICS 2014-15"
2440,26.6,NA,"MICS 2011"
2441,21.1,NA,"MICS 2011"
2442,23.9,NA,"MICS 2011"
2443,56.3,NA,"MICS 2016"
2444,66.1,NA,"MICS 2016"
2445,45.9,NA,"MICS 2016"
2446,0.5,NA,"MICS 2017"
2447,0.7,NA,"MICS 2017"
2448,0.6,NA,"MICS 2017"
2449,37.1,NA,"DHS 2013-14"
2450,26.3,NA,"DHS 2013-14"
2451,15.7,NA,"MICS 2014"
2452,17.6,NA,"MICS 2014"
2453,13.8,NA,"MICS 2014"
2454,15.1,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
2455,14.5,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
2456,14.8,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
2457,23.9,NA,"DHS 2014"
2458,20.8,NA,"DHS 2014"
2459,27,NA,"DHS 2014"
2460,34.9,NA,"MICS 2014"
2461,34.7,NA,"MICS 2014"
2462,17.5,NA,"MICS 2014"
2463,11.6,NA,"MICS 2014"
2464,59.4,NA,"DHS 2016"
2465,54.1,NA,"DHS 2016"
2466,48,NA,"DHS 2016"
2467,17.7,NA,"DHS 2012"
2468,18,NA,"DHS 2012"
2469,18.3,NA,"DHS 2012"
2470,40.7,NA,"MICS 2018"
2471,40.5,NA,"MICS 2018"
2472,40.3,NA,"MICS 2018"
2473,8.2,NA,"MICS 2018"
2474,13.6,NA,"MICS 2018"
2475,11.3,NA,"MICS 2018"
2476,41.5,NA,"DHS 2014"
2477,36.5,NA,"DHS 2014"
2478,48.9,NA,"DHS 2014-15"
2479,53.8,NA,"DHS 2014-15"
2480,43.6,NA,"DHS 2014-15"
2481,58.8,NA,"MICS 2016"
2482,69.1,NA,"MICS 2016"
2483,48.5,NA,"MICS 2016"
2484,31,NA,"MICS 2014"
2485,26.4,NA,"MICS 2014"
2486,22,NA,"MICS 2014"
2487,36.7,NA,"MICS 2014"
2488,32.8,NA,"MICS 2014"
2489,29.4,NA,"MICS 2014"
2490,15,NA,"DHS 2016-17"
2491,14.1,NA,"DHS 2016-17"
2492,14.6,NA,"DHS 2016-17"
2493,45,NA,"Encuesta Permanente de Hogares 2014"
2494,54.5,NA,"Encuesta Permanente de Hogares 2014"
2495,49.9,NA,"Encuesta Permanente de Hogares 2014"
2496,23.3,NA,"DHS 2015-16"
2497,25.7,NA,"DHS 2015-16"
2498,24.4,NA,"National Socio-Economic Survey 2018"
2499,21.2,NA,"National Socio-Economic Survey 2018"
2500,22.8,NA,"National Socio-Economic Survey 2018"
2501,46.1,NA,"MICS 2018"
2502,34.7,NA,"MICS 2018"
2503,9,NA,"MICS 2011"
2504,11.1,NA,"MICS 2011"
2505,6.8,NA,"MICS 2011"
2506,16.4,NA,"DHS 2017-18"
2507,22.5,NA,"DHS 2017-18"
2508,19.5,NA,"DHS 2017-18"
2509,2.5,NA,"MICS 2015"
2510,2.8,NA,"MICS 2015"
2511,2.1,NA,"MICS 2015"
2512,11.4,NA,"DHS 2014"
2513,9.4,NA,"DHS 2014"
2514,12.7,NA,"MICS 2018"
2515,11.4,NA,"MICS 2018"
2516,10.2,NA,"MICS 2018"
2517,41.8,NA,"MICS 2017"
2518,38.1,NA,"MICS 2017"
2519,34.8,NA,"MICS 2017"
2520,27.5,NA,"MICS 2018"
2521,43,NA,"MICS 2018"
2522,34.6,NA,"DHS 2013"
2523,27.4,NA,"DHS 2013"
2524,20,NA,"DHS 2013"
2525,64.9,NA,"MICS 2018"
2526,65.7,NA,"MICS 2018"
2527,66.6,NA,"MICS 2018"
2528,36.4,NA,"DHS 2015-16"
2529,22.9,NA,"DHS 2015-16"
2530,28.9,NA,"DHS 2015-16"
2531,25.1,NA,"DHS 2016-17"
2532,27.5,NA,"DHS 2016-17"
2533,22.9,NA,"DHS 2016-17"
2534,79.8,NA,"MICS 2015"
2535,70.4,NA,"MICS 2015"
2536,75.2,NA,"MICS 2015"
2537,55.6,NA,"MICS 2015"
2538,59.6,NA,"MICS 2015"
2539,57.7,NA,"MICS 2015"
2540,24.9,NA,"ENIGH 2018"
2541,23.8,NA,"ENIGH 2018"
2542,26,NA,"ENIGH 2018"
2543,10.6,NA,"MICS 2018"
2544,5.4,NA,"MICS 2018"
2545,15.4,NA,"MICS 2018"
2546,8.7,NA,"MICS 2013"
2547,63.3,NA,"DHS 2011"
2548,53.4,NA,"DHS 2011"
2549,43.2,NA,"DHS 2011"
2550,51.6,NA,"DHS 2015-16"
2551,54.3,NA,"DHS 2015-16"
2552,48.9,NA,"DHS 2015-16"
2553,32.2,NA,"DHS 2013"
2554,35.4,NA,"DHS 2013"
2555,33.9,NA,"DHS 2013"
2556,26.8,NA,"DHS 2016"
2557,86.2,NA,"DHS 2012"
2558,91.2,NA,"DHS 2012"
2559,78.5,NA,"DHS 2012"
2560,32.6,NA,"DHS 2018"
2561,31.1,NA,"DHS 2018"
2562,34.1,NA,"DHS 2018"
2563,16.5,NA,"MICS 2011"
2564,18.2,NA,"MICS 2011"
2565,15.1,NA,"MICS 2011"
2566,37.5,NA,"DHS 2017-18"
2567,45.9,NA,"DHS 2017-18"
2568,54.2,NA,"DHS 2017-18"
2569,23.3,NA,"MICS 2013"
2570,20.4,NA,"MICS 2013"
2571,16.8,NA,"MICS 2013"
2572,25.8,NA,"Encuesta Permanente de Hogares 2017"
2573,25.9,NA,"Encuesta Permanente de Hogares 2017"
2574,25.7,NA,"Encuesta Permanente de Hogares 2017"
2575,14.9,NA,"DHS 2012"
2576,16.1,NA,"DHS 2012"
2577,15.5,NA,"DHS 2012"
2578,9.1,NA,"DHS 2017"
2579,12.8,NA,"DHS 2017"
2580,6.8,NA,"MICS 2012"
2581,6.4,NA,"MICS 2012"
2582,6.1,NA,"MICS 2012"
2583,24.6,NA,"MICS 2012"
2584,19.7,NA,"MICS 2012"
2585,29.7,NA,"MICS 2012"
2586,58.7,NA,"DHS 2014-15"
2587,58,NA,"DHS 2014-15"
2588,59.4,NA,"DHS 2014-15"
2589,17.3,NA,"MICS 2012"
2590,20.2,NA,"MICS 2012"
2591,13.8,NA,"MICS 2012"
2592,20.2,NA,"MICS 2014"
2593,22.3,NA,"MICS 2014"
2594,21.2,NA,"MICS 2014"
2595,52.3,NA,"DHS 2017"
2596,54.7,NA,"DHS 2017"
2597,57,NA,"DHS 2017"
2598,4.8,NA,"MICS 2014"
2599,12,NA,"MICS 2014"
2600,8.8,NA,"MICS 2014"
2601,31.4,NA,"MICS 2017"
2602,39.7,NA,"MICS 2017"
2603,36,NA,"MICS 2017"
2604,17.1,NA,"DHS 2016"
2605,15.9,NA,"DHS 2016"
2606,14.8,NA,"DHS 2016"
2607,68,NA,"MICS 2010"
2608,60.1,NA,"MICS 2010"
2609,51.4,NA,"MICS 2010"
2610,34.1,NA,"MICS 2014"
2611,25.1,NA,"MICS 2014"
2612,28.9,NA,"MICS 2014"
2613,24.2,NA,"MICS 2018"
2614,18,NA,"MICS 2018"
2615,30.3,NA,"MICS 2018"
2616,37.3,NA,"DHS 2017"
2617,18,NA,"DHS 2017"
2618,27.7,NA,"DHS 2017"
2619,28.1,NA,"MICS 2015-16"
2620,15.4,NA,"MICS 2015-16"
2621,21.9,NA,"MICS 2015-16"
2622,14.4,NA,"DHS 2016"
2623,18.7,NA,"DHS 2016"
2624,50.3,NA,"DHS 2013-14"
2625,26.8,NA,"DHS 2013-14"
2626,38,NA,"DHS 2013-14"
2627,9.8,NA,MICS2011
