observationcode,obs_value,observationstatus,data_source
3364,89.4173,"Normal value",UIS
3365,85.3975,"Normal value",UIS
3366,87.72,"Estimated value",UIS
3367,68.817,"Normal value",UIS
3368,83.0983,"Normal value",UIS
3369,83.1356,"Normal value",UIS
3370,80.5744,"Normal value",UIS
3371,85.08,"Estimated value",UIS
3372,59.0632,"Normal value",UIS
3373,77.9625,"Normal value",UIS
3374,77.482,"Normal value",UIS
3375,76.4209,"Normal value",UIS
3376,82.41,"Estimated value",UIS
3377,98.6233,"Normal value",UIS
3378,98.9068,"Normal value",UIS
3379,99.1423,"Normal value",UIS
3380,56.2588,"Normal value",UIS
3381,62.5615,"Normal value",UIS
3382,72.5947,"Normal value",UIS
3383,48.8571,"Estimated value",UIS
3384,47.8049,"Estimated value",UIS
3385,37.037,"Normal value",UIS
3386,48.2023,"Normal value",UIS
3387,60.807,"Normal value",UIS
3388,36.3563,"Estimated value",UIS
3389,38.2687,"Estimated value",UIS
3390,20.3384,"Normal value",UIS
3391,34.8517,"Normal value",UIS
3392,49.0193,"Normal value",UIS
3393,26.9713,"Estimated value",UIS
3394,28.7067,"Estimated value",UIS
3395,26.2462,"Normal value",UIS
3396,55.6862,"Normal value",UIS
3397,53.7082,"Normal value",UIS
3398,51.8363,"Estimated value",UIS
3399,40.6929,"Normal value",UIS
3400,8.94584,"Normal value",UIS
3401,23.2354,"Normal value",UIS
3402,30.7749,"Normal value",UIS
3403,25.9936,"Estimated value",UIS
3404,22.3871,"Normal value",UIS
3405,17.3474,"Normal value",UIS
3406,37.5574,"Normal value",UIS
3407,41.6731,"Normal value",UIS
3408,38.7724,"Estimated value",UIS
3409,30.7916,"Normal value",UIS
3410,96.1822,"Normal value",UIS
3411,98.1564,"Normal value",UIS
3412,98.8036,"Normal value",UIS
3413,99.1145,"Normal value",UIS
3414,98.8594,"Normal value",UIS
3415,99.2144,"Normal value",UIS
3416,99.0098,"Normal value",UIS
3417,99.2675,"Normal value",UIS
3418,99.0058,"Normal value",UIS
3419,96.654,"Normal value",UIS
3420,98.428,"Normal value",UIS
3421,98.991,"Normal value",UIS
3422,99.1536,"Normal value",UIS
3423,98.8724,"Normal value",UIS
3424,99.4082,"Normal value",UIS
3425,99.0483,"Normal value",UIS
3426,99.3539,"Normal value",UIS
3427,99.0087,"Normal value",UIS
3428,97.1165,"Normal value",UIS
3429,98.7009,"Normal value",UIS
3430,99.1833,"Normal value",UIS
3431,99.1958,"Normal value",UIS
3432,98.89,"Normal value",UIS
3433,99.6054,"Normal value",UIS
3434,99.0869,"Normal value",UIS
3435,99.4406,"Normal value",UIS
3436,99.0116,"Normal value",UIS
3437,88.7733,"Normal value",UIS
3438,94.2815,"Normal value",UIS
3439,98.8587,"Normal value",UIS
3440,99.6423,"Normal value",UIS
3441,99.7836,"Estimated value",UIS
3442,95.2085,"Normal value",UIS
3443,96.9769,"Normal value",UIS
3444,99.1985,"Normal value",UIS
3445,99.6896,"Normal value",UIS
3446,99.7838,"Estimated value",UIS
3447,82.0992,"Normal value",UIS
3448,91.4547,"Normal value",UIS
3449,98.5049,"Normal value",UIS
3450,99.593,"Normal value",UIS
3451,99.7834,"Estimated value",UIS
3452,95.4846,"Normal value",UIS
3453,96.995,"Normal value",UIS
3454,97.9913,"Normal value",UIS
3455,97.9584,"Normal value",UIS
3456,97.8832,"Normal value",UIS
3457,97.9686,"Normal value",UIS
3458,97.9893,"Normal value",UIS
3459,97.9374,"Normal value",UIS
3460,98.0984,"Normal value",UIS
3461,98.2394,"Normal value",UIS
3462,98.5409,"Normal value",UIS
3463,98.5347,"Normal value",UIS
3464,98.6683,"Normal value",UIS
3465,98.8516,"Normal value",UIS
3466,96.2814,"Normal value",UIS
3467,97.5667,"Normal value",UIS
3468,98.4107,"Normal value",UIS
3469,98.3749,"Normal value",UIS
3470,98.1949,"Normal value",UIS
3471,98.419,"Normal value",UIS
3472,98.4269,"Normal value",UIS
3473,98.4347,"Normal value",UIS
3474,98.5172,"Normal value",UIS
3475,98.7243,"Normal value",UIS
3476,98.9728,"Normal value",UIS
3477,98.9153,"Normal value",UIS
3478,99.0253,"Normal value",UIS
3479,99.0696,"Normal value",UIS
3480,94.6446,"Normal value",UIS
3481,96.3851,"Normal value",UIS
3482,97.5525,"Normal value",UIS
3483,97.517,"Normal value",UIS
3484,97.5337,"Normal value",UIS
3485,97.4829,"Normal value",UIS
3486,97.5467,"Normal value",UIS
3487,97.4411,"Normal value",UIS
3488,97.6827,"Normal value",UIS
3489,97.7605,"Normal value",UIS
3490,98.1067,"Normal value",UIS
3491,98.1552,"Normal value",UIS
3492,98.312,"Normal value",UIS
3493,98.6338,"Normal value",UIS
3494,69.3577,"Normal value",UIS
3495,83.9513,"Normal value",UIS
3496,73.8108,"Estimated value",UIS
3497,78.2394,"Estimated value",UIS
3498,54.899,"Normal value",UIS
3499,77.5576,"Normal value",UIS
3500,69.5952,"Estimated value",UIS
3501,78.3024,"Estimated value",UIS
3502,61.713,"Normal value",UIS
3503,80.1858,"Normal value",UIS
3504,71.5813,"Estimated value",UIS
3505,78.2704,"Estimated value",UIS
3506,85.6836,"Estimated value",UIS
3507,85.3417,"Estimated value",UIS
3508,80.9139,"Estimated value",UIS
3509,82.0548,"Estimated value",UIS
3510,76.9461,"Estimated value",UIS
3511,78.7423,"Estimated value",UIS
3512,96.7545,"Normal value",UIS
3513,97.1975,"Normal value",UIS
3514,99.0077,"Normal value",UIS
3515,99.34,"Estimated value",UIS
3516,97.5381,"Normal value",UIS
3517,98.0384,"Normal value",UIS
3518,99.2581,"Normal value",UIS
3519,99.53,"Estimated value",UIS
3520,97.1482,"Normal value",UIS
3521,97.6147,"Normal value",UIS
3522,99.1337,"Normal value",UIS
3523,99.43,"Estimated value",UIS
3524,99.6359,"Normal value",UIS
3525,99.6486,"Normal value",UIS
3526,99.7236,"Normal value",UIS
3527,99.6044,"Normal value",UIS
3528,99.6532,"Normal value",UIS
3529,99.7357,"Normal value",UIS
3530,99.6662,"Normal value",UIS
3531,99.6443,"Normal value",UIS
3532,99.712,"Normal value",UIS
3533,99.9574,"Normal value",UIS
3534,99.8553,"Normal value",UIS
3535,99.5686,"Normal value",UIS
3536,99.9556,"Normal value",UIS
3537,99.8746,"Normal value",UIS
3538,99.9537,"Normal value",UIS
3539,99.8952,"Normal value",UIS
3540,99.5799,"Normal value",UIS
3541,99.7363,"Normal value",UIS
3542,99.8045,"Normal value",UIS
3543,99.6214,"Normal value",UIS
3544,99.7749,"Normal value",UIS
3545,99.821,"Normal value",UIS
3546,99.6642,"Normal value",UIS
3547,99.8152,"Normal value",UIS
3548,99.8383,"Normal value",UIS
3549,48.5085,"Normal value",UIS
3550,47.0587,"Normal value",UIS
3551,60.7237,"Normal value",UIS
3552,48.31,"Estimated value",UIS
3553,53.0207,"Normal value",UIS
3554,58.4202,"Estimated value",UIS
3555,37.8459,"Normal value",UIS
3556,39.8491,"Normal value",UIS
3557,52.1252,"Normal value",UIS
3558,38.7501,"Estimated value",UIS
3559,47.0397,"Normal value",UIS
3560,53.0251,"Estimated value",UIS
3561,59.9323,"Normal value",UIS
3562,54.4031,"Normal value",UIS
3563,70.8407,"Normal value",UIS
3564,58.3326,"Estimated value",UIS
3565,59.1244,"Normal value",UIS
3566,63.8449,"Estimated value",UIS
3567,99.9996,"Normal value",UIS
3568,99.9994,"Normal value",UIS
3569,99.9998,"Normal value",UIS
3570,63.0907,"Normal value",UIS
3571,53.2502,"Estimated value",UIS
3572,76.6585,"Normal value",UIS
3573,79.7148,"Normal value",UIS
3574,70.4163,"Normal value",UIS
3575,65.7765,"Estimated value",UIS
3576,83.5975,"Normal value",UIS
3577,84.9895,"Normal value",UIS
3578,77.9811,"Normal value",UIS
3579,78.9364,"Estimated value",UIS
3580,91.0476,"Normal value",UIS
3581,90.961,"Normal value",UIS
3582,82.6242,"Normal value",UIS
3583,94.2176,"Normal value",UIS
3584,95.7869,"Normal value",UIS
3585,96.8057,"Normal value",UIS
3586,97.0421,"Normal value",UIS
3587,97.0239,"Normal value",UIS
3588,97.4724,"Normal value",UIS
3589,97.6885,"Normal value",UIS
3590,97.6141,"Normal value",UIS
3591,98.8394,"Normal value",UIS
3592,83.9385,"Normal value",UIS
3593,95.4171,"Normal value",UIS
3594,96.9307,"Normal value",UIS
3595,97.8835,"Normal value",UIS
3596,98.0537,"Normal value",UIS
3597,97.7692,"Normal value",UIS
3598,98.2525,"Normal value",UIS
3599,98.0448,"Normal value",UIS
3600,98.031,"Normal value",UIS
3601,98.8674,"Normal value",UIS
3602,81.2573,"Normal value",UIS
3603,92.9986,"Normal value",UIS
3604,94.6272,"Normal value",UIS
3605,95.7753,"Normal value",UIS
3606,96.0919,"Normal value",UIS
3607,96.3219,"Normal value",UIS
3608,96.7627,"Normal value",UIS
3609,97.3536,"Normal value",UIS
3610,97.2254,"Normal value",UIS
3611,98.8126,"Normal value",UIS
3612,92.2789,"Normal value",UIS
3613,95.8333,"Normal value",UIS
3614,96.4934,"Normal value",UIS
3615,98.5642,"Normal value",UIS
3616,98.4752,"Normal value",UIS
3617,98.8831,"Normal value",UIS
3618,98.8541,"Normal value",UIS
3619,98.8053,"Normal value",UIS
3620,98.8945,"Normal value",UIS
3621,98.6325,"Normal value",UIS
3622,99.1869,"Normal value",UIS
3623,98.9123,"Normal value",UIS
3624,99.1369,"Normal value",UIS
3625,99.4024,"Normal value",UIS
3626,94.5548,"Normal value",UIS
3627,96.5758,"Normal value",UIS
3628,96.3794,"Normal value",UIS
3629,98.2269,"Normal value",UIS
3630,98.4329,"Normal value",UIS
3631,98.7215,"Normal value",UIS
3632,98.4689,"Normal value",UIS
3633,98.5865,"Normal value",UIS
3634,98.7732,"Normal value",UIS
3635,98.5794,"Normal value",UIS
3636,99.0107,"Normal value",UIS
3637,99.3372,"Normal value",UIS
3638,98.9792,"Normal value",UIS
3639,99.1098,"Normal value",UIS
3640,93.4015,"Normal value",UIS
3641,96.1947,"Normal value",UIS
3642,96.4372,"Normal value",UIS
3643,98.3914,"Normal value",UIS
3644,98.4538,"Normal value",UIS
3645,98.8007,"Normal value",UIS
3646,98.6527,"Normal value",UIS
3647,98.6948,"Normal value",UIS
3648,98.8316,"Normal value",UIS
3649,98.6046,"Normal value",UIS
3650,99.0978,"Estimated value",UIS
3651,99.1262,"Normal value",UIS
3652,99.0571,"Normal value",UIS
3653,99.2551,"Normal value",UIS
3654,51.0312,"Normal value",UIS
3655,63.3276,"Normal value",UIS
3656,73.2187,"Normal value",UIS
3657,84.9329,"Normal value",UIS
3658,84.8783,"Normal value",UIS
3659,87.5096,"Normal value",UIS
3660,89.2819,"Normal value",UIS
3661,92.0234,"Normal value",UIS
3662,88.1926,"Normal value",UIS
3663,38.1226,"Normal value",UIS
3664,54.0047,"Normal value",UIS
3665,66.9315,"Normal value",UIS
3666,78.95,"Normal value",UIS
3667,81.7514,"Normal value",UIS
3668,84.3069,"Normal value",UIS
3669,86.0516,"Normal value",UIS
3670,90.3254,"Normal value",UIS
3671,86.8105,"Normal value",UIS
3672,63.0407,"Normal value",UIS
3673,71.3807,"Normal value",UIS
3674,78.9909,"Normal value",UIS
3675,90.0791,"Normal value",UIS
3676,87.8568,"Normal value",UIS
3677,90.5576,"Normal value",UIS
3678,92.3558,"Normal value",UIS
3679,93.6493,"Normal value",UIS
3680,89.4834,"Normal value",UIS
3681,84.9479,"Normal value",UIS
3682,95.4533,"Normal value",UIS
3683,93.8895,"Normal value",UIS
3684,96.4833,"Normal value",UIS
3685,95.3236,"Normal value",UIS
3686,96.3857,"Normal value",UIS
3687,96.9459,"Normal value",UIS
3688,97.5002,"Normal value",UIS
3689,98.4337,"Normal value",UIS
3690,98.2787,"Normal value",UIS
3691,98.1496,"Normal value",UIS
3692,84.9466,"Normal value",UIS
3693,94.951,"Normal value",UIS
3694,93.5649,"Normal value",UIS
3695,95.9575,"Normal value",UIS
3696,95.0221,"Normal value",UIS
3697,96.0345,"Normal value",UIS
3698,96.5451,"Normal value",UIS
3699,97.2242,"Normal value",UIS
3700,97.9493,"Normal value",UIS
3701,98.0086,"Normal value",UIS
3702,97.9805,"Normal value",UIS
3703,84.9453,"Normal value",UIS
3704,94.3969,"Normal value",UIS
3705,93.2192,"Normal value",UIS
3706,95.405,"Normal value",UIS
3707,94.7081,"Normal value",UIS
3708,95.669,"Normal value",UIS
3709,96.1506,"Normal value",UIS
3710,96.947,"Normal value",UIS
3711,97.462,"Normal value",UIS
3712,97.7232,"Normal value",UIS
3713,97.7997,"Normal value",UIS
3714,97.1314,"Normal value",UIS
3715,97.967,"Estimated value",UIS
3716,98.2,"Estimated value",UIS
3717,96.6242,"Normal value",UIS
3718,98.2982,"Estimated value",UIS
3719,98.7,"Estimated value",UIS
3720,97.6079,"Normal value",UIS
3721,97.6908,"Estimated value",UIS
3722,97.72,"Estimated value",UIS
3723,86.2532,"Normal value",UIS
3724,91.2866,"Normal value",UIS
3725,93.8187,"Estimated value",UIS
3726,77.9453,"Normal value",UIS
3727,86.9749,"Normal value",UIS
3728,93.2724,"Estimated value",UIS
3729,69.4834,"Normal value",UIS
3730,82.5765,"Normal value",UIS
3731,92.714,"Estimated value",UIS
3732,99.8679,"Normal value",UIS
3733,99.7705,"Normal value",UIS
3734,99.9489,"Normal value",UIS
3735,99.9045,"Normal value",UIS
3736,99.8134,"Normal value",UIS
3737,99.959,"Normal value",UIS
3738,99.834,"Normal value",UIS
3739,99.7291,"Normal value",UIS
3740,99.9392,"Normal value",UIS
3741,75.4524,"Normal value",UIS
3742,83.7482,"Normal value",UIS
3743,91.8632,"Normal value",UIS
3744,93.5023,"Estimated value",UIS
3745,95.4694,"Estimated value",UIS
3746,74.9797,"Normal value",UIS
3747,84.2976,"Normal value",UIS
3748,92.9436,"Normal value",UIS
3749,94.7485,"Estimated value",UIS
3750,96.6953,"Estimated value",UIS
3751,76.0831,"Normal value",UIS
3752,83.0865,"Normal value",UIS
3753,90.6942,"Normal value",UIS
3754,92.1874,"Estimated value",UIS
3755,94.2977,"Estimated value",UIS
3756,33.5854,"Normal value",UIS
3757,49.9,"Normal value",UIS
3758,44.606,"Estimated value",UIS
3759,54.983,"Normal value",UIS
3760,72.7548,"Estimated value",UIS
3761,28.0802,"Normal value",UIS
3762,38.5,"Normal value",UIS
3763,33.2998,"Estimated value",UIS
3764,47.0411,"Normal value",UIS
3765,71.9725,"Estimated value",UIS
3766,39.2887,"Normal value",UIS
3767,62.2,"Normal value",UIS
3768,55.8847,"Estimated value",UIS
3769,62.9709,"Normal value",UIS
3770,73.5207,"Estimated value",UIS
3771,99.4071,"Normal value",UIS
3772,99.8108,"Normal value",UIS
3773,99.1148,"Normal value",UIS
3774,99.6799,"Normal value",UIS
3775,99.2571,"Normal value",UIS
3776,99.7443,"Normal value",UIS
3777,91.2873,"Normal value",UIS
3778,93.2087,"Normal value",UIS
3779,88.5041,"Estimated value",UIS
3780,89.7837,"Estimated value",UIS
3781,94.4075,"Normal value",UIS
3782,87.3896,"Estimated value",UIS
3783,88.142,"Estimated value",UIS
3784,92.114,"Normal value",UIS
3785,89.4293,"Estimated value",UIS
3786,91.4494,"Estimated value",UIS
3787,52.555,"Normal value",UIS
3788,60.7779,"Estimated value",UIS
3789,67.1614,"Normal value",UIS
3790,64.3405,"Normal value",UIS
3791,65.9758,"Estimated value",UIS
3792,70.7435,"Normal value",UIS
3793,41.3943,"Normal value",UIS
3794,56.121,"Estimated value",UIS
3795,64.4468,"Normal value",UIS
3796,99.7885,"Normal value",UIS
3797,99.6777,"Normal value",UIS
3798,99.7682,"Normal value",UIS
3799,99.8254,"Normal value",UIS
3800,99.7026,"Normal value",UIS
3801,99.6408,"Normal value",UIS
3802,99.8624,"Normal value",UIS
3803,99.7291,"Normal value",UIS
3804,99.4937,"Normal value",UIS
3805,75.9459,"Normal value",UIS
3806,88.3108,"Normal value",UIS
3807,92.761,"Estimated value",UIS
3808,70.6631,"Normal value",UIS
3809,85.7161,"Normal value",UIS
3810,92.491,"Estimated value",UIS
3811,65.4887,"Normal value",UIS
3812,83.2345,"Normal value",UIS
3813,92.2085,"Estimated value",UIS
3814,99.0481,"Normal value",UIS
3815,98.9884,"Normal value",UIS
3816,98.8945,"Normal value",UIS
3817,99.5336,"Normal value",UIS
3818,99.4452,"Normal value",UIS
3819,99.5122,"Normal value",UIS
3820,98.7291,"Normal value",UIS
3821,98.967,"Normal value",UIS
3822,98.984,"Normal value",UIS
3823,98.9405,"Normal value",UIS
3824,99.5292,"Normal value",UIS
3825,99.5619,"Normal value",UIS
3826,99.4911,"Normal value",UIS
3827,98.8149,"Normal value",UIS
3828,98.8845,"Normal value",UIS
3829,98.9794,"Normal value",UIS
3830,98.9912,"Normal value",UIS
3831,99.5248,"Normal value",UIS
3832,99.68,"Normal value",UIS
3833,99.4697,"Normal value",UIS
3834,98.907,"Normal value",UIS
3835,99.0774,"Normal value",UIS
3836,98.8454,"Normal value",UIS
3837,98.95,"Estimated value",UIS
3838,98.9624,"Normal value",UIS
3839,99.2,"Estimated value",UIS
3840,98.0889,"Normal value",UIS
3841,99.46,"Estimated value",UIS
3842,99.82,"Estimated value",UIS
3843,98.4875,"Normal value",UIS
3844,99.8,"Estimated value",UIS
3845,98.9045,"Normal value",UIS
3846,95.9054,"Normal value",UIS
3847,99.8476,"Normal value",UIS
3848,95.6111,"Normal value",UIS
3849,99.88,"Normal value",UIS
3850,95.3573,"Normal value",UIS
3851,99.9,"Normal value",UIS
3852,75.9882,"Normal value",UIS
3853,82.2203,"Normal value",UIS
3854,93.6535,"Normal value",UIS
3855,91.8519,"Normal value",UIS
3856,94.3542,"Normal value",UIS
3857,70.7215,"Normal value",UIS
3858,78.3907,"Normal value",UIS
3859,91.9424,"Normal value",UIS
3860,89.7704,"Normal value",UIS
3861,93.2692,"Normal value",UIS
3862,81.7211,"Normal value",UIS
3863,86.3788,"Normal value",UIS
3864,95.4664,"Normal value",UIS
3865,94.1823,"Normal value",UIS
3866,95.4819,"Normal value",UIS
3867,27.7164,"Normal value",UIS
3868,47.0913,"Normal value",UIS
3869,31.4064,"Normal value",UIS
3870,46.2951,"Normal value",UIS
3871,44.12,"Normal value",UIS
3872,59.4624,"Normal value",UIS
3873,37.5672,"Normal value",UIS
3874,56.9705,"Normal value",UIS
3875,13.4728,"Normal value",UIS
3876,34.069,"Normal value",UIS
3877,21.7967,"Normal value",UIS
3878,37.2102,"Normal value",UIS
3879,17.8035,"Normal value",UIS
3880,45.9036,"Normal value",UIS
3881,49.7563,"Estimated value",UIS
3882,36.4014,"Normal value",UIS
3883,59.4929,"Normal value",UIS
3884,60.4024,"Estimated value",UIS
3885,59.6944,"Normal value",UIS
3886,74.8012,"Normal value",UIS
3887,71.2503,"Estimated value",UIS
3888,92.4212,"Estimated value",UIS
3889,96.3319,"Estimated value",UIS
3890,93.6702,"Estimated value",UIS
3891,97.037,"Estimated value",UIS
3892,93.0989,"Estimated value",UIS
3893,96.6897,"Estimated value",UIS
3894,51.053,"Normal value",UIS
3895,80.6895,"Normal value",UIS
3896,70.4808,"Estimated value",UIS
3897,82.6348,"Estimated value",UIS
3898,51.153,"Normal value",UIS
3899,81.6163,"Normal value",UIS
3900,72.3467,"Estimated value",UIS
3901,82.9942,"Estimated value",UIS
3902,51.2613,"Normal value",UIS
3903,82.6574,"Normal value",UIS
3904,74.3674,"Estimated value",UIS
3905,83.3535,"Estimated value",UIS
3906,88.9427,"Normal value",UIS
3907,93.9243,"Normal value",UIS
3908,95.1507,"Normal value",UIS
3909,95.925,"Normal value",UIS
3910,94.9809,"Normal value",UIS
3911,95.0665,"Normal value",UIS
3912,95.6771,"Normal value",UIS
3913,96.0075,"Normal value",UIS
3914,96.1265,"Normal value",UIS
3915,96.5158,"Normal value",UIS
3916,86.891,"Normal value",UIS
3917,92.6953,"Normal value",UIS
3918,94.448,"Normal value",UIS
3919,94.9315,"Normal value",UIS
3920,94.0028,"Normal value",UIS
3921,93.8507,"Normal value",UIS
3922,95.0474,"Normal value",UIS
3923,94.9932,"Normal value",UIS
3924,94.9452,"Normal value",UIS
3925,94.892,"Normal value",UIS
3926,90.9103,"Normal value",UIS
3927,95.0545,"Normal value",UIS
3928,95.8775,"Normal value",UIS
3929,96.926,"Normal value",UIS
3930,95.9872,"Normal value",UIS
3931,96.2986,"Normal value",UIS
3932,96.2923,"Normal value",UIS
3933,96.9996,"Normal value",UIS
3934,97.2456,"Normal value",UIS
3935,98.1851,"Normal value",UIS
3936,99.3181,"Normal value",UIS
3937,99,"Estimated value",UIS
3938,99.3711,"Normal value",UIS
3939,98.8,"Estimated value",UIS
3940,99.4217,"Normal value",UIS
3941,98.69,"Estimated value",UIS
3942,53.7846,"Normal value",UIS
3943,61.9003,"Normal value",UIS
3944,76.4257,"Normal value",UIS
3945,81.1309,"Normal value",UIS
3946,86.1449,"Normal value",UIS
3947,91.664,"Estimated value",UIS
3948,66.3149,"Normal value",UIS
3949,73.5097,"Normal value",UIS
3950,84.1922,"Normal value",UIS
3951,88.4118,"Normal value",UIS
3952,90.0448,"Normal value",UIS
3953,92.993,"Estimated value",UIS
3954,40.3215,"Normal value",UIS
3955,49.3492,"Normal value",UIS
3956,67.7466,"Normal value",UIS
3957,74.3557,"Normal value",UIS
3958,81.8498,"Normal value",UIS
3959,90.1694,"Estimated value",UIS
3960,89.5912,"Normal value",UIS
3961,97.4023,"Normal value",UIS
3962,98.8671,"Normal value",UIS
3963,97.0275,"Normal value",UIS
3964,99.5375,"Normal value",UIS
3965,99.55,"Normal value",UIS
3966,98.8038,"Normal value",UIS
3967,99.6816,"Normal value",UIS
3968,99.7018,"Normal value",UIS
3969,99.6834,"Normal value",UIS
3970,99.7175,"Normal value",UIS
3971,81.6484,"Normal value",UIS
3972,95.0693,"Normal value",UIS
3973,98.5422,"Normal value",UIS
3974,96.2724,"Normal value",UIS
3975,99.3824,"Normal value",UIS
3976,99.3966,"Normal value",UIS
3977,98.7518,"Normal value",UIS
3978,99.6788,"Normal value",UIS
3979,99.637,"Normal value",UIS
3980,99.6535,"Normal value",UIS
3981,99.6963,"Normal value",UIS
3982,85.4371,"Normal value",UIS
3983,96.2076,"Normal value",UIS
3984,98.7055,"Normal value",UIS
3985,96.651,"Normal value",UIS
3986,99.4601,"Normal value",UIS
3987,99.4737,"Normal value",UIS
3988,98.778,"Normal value",UIS
3989,99.6802,"Normal value",UIS
3990,99.6701,"Normal value",UIS
3991,99.6688,"Normal value",UIS
3992,99.7071,"Normal value",UIS
3993,42.3278,"Normal value",UIS
3994,65.5927,"Normal value",UIS
3995,81.201,"Normal value",UIS
3996,90.5566,"Normal value",UIS
3997,96.7375,"Normal value",UIS
3998,96.1321,"Normal value",UIS
3999,97.466,"Normal value",UIS
4000,97.6618,"Normal value",UIS
4001,97.438,"Normal value",UIS
4002,97.6782,"Normal value",UIS
4003,97.9251,"Normal value",UIS
4004,56.4539,"Normal value",UIS
4005,75.2049,"Normal value",UIS
4006,86.9743,"Normal value",UIS
4007,93.0283,"Normal value",UIS
4008,97.4315,"Normal value",UIS
4009,96.6437,"Normal value",UIS
4010,97.8714,"Normal value",UIS
4011,98.0144,"Normal value",UIS
4012,97.7773,"Normal value",UIS
4013,97.9379,"Normal value",UIS
4014,98.1013,"Normal value",UIS
4015,70.9002,"Normal value",UIS
4016,84.5261,"Normal value",UIS
4017,92.4355,"Normal value",UIS
4018,95.5168,"Normal value",UIS
4019,98.11,"Normal value",UIS
4020,97.1455,"Normal value",UIS
4021,98.2565,"Normal value",UIS
4022,98.3339,"Normal value",UIS
4023,98.109,"Normal value",UIS
4024,98.1915,"Normal value",UIS
4025,98.268,"Normal value",UIS
4026,80.4868,"Normal value",UIS
4027,48.6386,"Normal value",UIS
4028,52.7081,"Estimated value",UIS
4029,84.7968,"Normal value",UIS
4030,52.3189,"Normal value",UIS
4031,56.3391,"Estimated value",UIS
4032,88.9122,"Normal value",UIS
4033,57.0065,"Normal value",UIS
4034,59.8041,"Estimated value",UIS
4035,98.046,"Normal value",UIS
4036,99.0546,"Normal value",UIS
4037,98.5629,"Normal value",UIS
4038,99.6976,"Normal value",UIS
4039,99.8045,"Normal value",UIS
4040,99.851,"Normal value",UIS
4041,99.6434,"Normal value",UIS
4042,99.8121,"Normal value",UIS
4043,99.8596,"Normal value",UIS
4044,99.93,"Estimated value",UIS
4045,99.5875,"Normal value",UIS
4046,99.8201,"Normal value",UIS
4047,99.8687,"Normal value",UIS
4048,99.95,"Estimated value",UIS
4049,96.2955,"Normal value",UIS
4050,87.3114,"Normal value",UIS
4051,93.86,"Estimated value",UIS
4052,91.6034,"Normal value",UIS
4053,96.3,"Estimated value",UIS
4054,95.7921,"Normal value",UIS
4055,99.3288,"Normal value",UIS
4056,98.931,"Normal value",UIS
4057,98.952,"Normal value",UIS
4058,98.7587,"Normal value",UIS
4059,99.0508,"Normal value",UIS
4060,99.002,"Normal value",UIS
4061,99.1961,"Estimated value",UIS
4062,84.8328,"Normal value",UIS
4063,98.9133,"Normal value",UIS
4064,99.0235,"Normal value",UIS
4065,98.9466,"Normal value",UIS
4066,98.7663,"Normal value",UIS
4067,99.2532,"Normal value",UIS
4068,99.2027,"Normal value",UIS
4069,99.4939,"Estimated value",UIS
4070,90.5085,"Normal value",UIS
4071,99.1326,"Normal value",UIS
4072,98.9754,"Normal value",UIS
4073,98.9493,"Normal value",UIS
4074,98.7624,"Normal value",UIS
4075,99.1487,"Normal value",UIS
4076,99.1057,"Normal value",UIS
4077,99.3437,"Estimated value",UIS
4078,99.6977,"Normal value",UIS
4079,99.816,"Normal value",UIS
4080,99.8039,"Normal value",UIS
4081,99.9401,"Estimated value",UIS
4082,99.7257,"Normal value",UIS
4083,99.8451,"Normal value",UIS
4084,99.8345,"Normal value",UIS
4085,99.8974,"Estimated value",UIS
4086,99.1495,"Normal value",UIS
4087,99.8747,"Normal value",UIS
4088,99.8651,"Normal value",UIS
4089,99.8509,"Estimated value",UIS
4090,92.5282,"Normal value",UIS
4091,82.3905,"Estimated value",UIS
4092,86.5256,"Estimated value",UIS
4093,87.83,"Estimated value",UIS
4094,93.3095,"Normal value",UIS
4095,83.2054,"Estimated value",UIS
4096,86.9387,"Estimated value",UIS
4097,87.59,"Estimated value",UIS
4098,91.9426,"Normal value",UIS
4099,81.6326,"Estimated value",UIS
4100,86.1365,"Estimated value",UIS
4101,88.08,"Estimated value",UIS
4102,72.2222,"Normal value",UIS
4103,78.9754,"Normal value",UIS
4104,87.4561,"Normal value",UIS
4105,92.0431,"Normal value",UIS
4106,99.7334,"Normal value",UIS
4107,98.5122,"Normal value",UIS
4108,98.4472,"Normal value",UIS
4109,98.6433,"Normal value",UIS
4110,98.8991,"Normal value",UIS
4111,98.7823,"Normal value",UIS
4112,99.1537,"Normal value",UIS
4113,99.2591,"Normal value",UIS
4114,99.2436,"Normal value",UIS
4115,99.0801,"Normal value",UIS
4116,77.6922,"Normal value",UIS
4117,81.2882,"Normal value",UIS
4118,90.6923,"Normal value",UIS
4119,93.7999,"Normal value",UIS
4120,99.691,"Normal value",UIS
4121,98.5222,"Normal value",UIS
4122,98.3988,"Normal value",UIS
4123,98.5652,"Normal value",UIS
4124,99.0628,"Normal value",UIS
4125,98.7364,"Normal value",UIS
4126,99.2523,"Normal value",UIS
4127,99.1507,"Normal value",UIS
4128,99.0568,"Normal value",UIS
4129,98.7768,"Normal value",UIS
4130,66.0107,"Normal value",UIS
4131,76.0304,"Normal value",UIS
4132,84.0937,"Normal value",UIS
4133,90.1848,"Normal value",UIS
4134,99.7876,"Normal value",UIS
4135,98.4993,"Normal value",UIS
4136,98.5078,"Normal value",UIS
4137,98.7394,"Normal value",UIS
4138,98.7182,"Normal value",UIS
